Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Industry,Source
Y,PK,Park Hotels & Resorts Inc. Common Stock ,N, ,N,100.0,N,,PK,PK,N,Real Estate,Yahoo Finance
Y,PLD,"Prologis, Inc. Common Stock",N, ,N,100.0,N,,PLD,PLD,N,Real Estate,Yahoo Finance
Y,PLYM,"Plymouth Industrial REIT, Inc. Common Stock",N, ,N,100.0,N,,PLYM,PLYM,N,Real Estate,Yahoo Finance
Y,PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,,PMT,PMT,N,Real Estate,Yahoo Finance
Y,PSA,Public Storage Common Stock,N, ,N,100.0,N,,PSA,PSA,N,Real Estate,Yahoo Finance
Y,PSTL,"Postal Realty Trust, Inc. Class A Common Stock",N, ,N,100.0,N,,PSTL,PSTL,N,Real Estate,Yahoo Finance
Y,PW,Power REIT (MD) Common Stock,A, ,N,100.0,N,,PW,PW,N,Real Estate,Yahoo Finance
Y,RC,Ready Capital Corproation Common Stock,N, ,N,100.0,N,,RC,RC,N,Real Estate,Yahoo Finance
Y,REG,Regency Centers Corporation - Common Stock,Q,Q,N,100.0,N,N,,REG,N,Real Estate,Yahoo Finance
Y,REXR,"Rexford Industrial Realty, Inc. Common Stock",N, ,N,100.0,N,,REXR,REXR,N,Real Estate,Yahoo Finance
Y,RFL,"Rafael Holdings, Inc. Class B Common Stock",N, ,N,100.0,N,,RFL,RFL,N,Real Estate,Yahoo Finance
Y,RHP,"Ryman Hospitality Properties, Inc. (REIT)",N, ,N,100.0,N,,RHP,RHP,N,Real Estate,Yahoo Finance
Y,RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,N, ,N,100.0,N,,RLJ,RLJ,N,Real Estate,Yahoo Finance
Y,RMAX,"RE/MAX Holdings, Inc. Class A Common Stock",N, ,N,100.0,N,,RMAX,RMAX,N,Real Estate,Yahoo Finance
Y,RMR,The RMR Group Inc. - Class A Common Stock,Q,S,N,100.0,N,N,,RMR,N,Real Estate,Yahoo Finance
Y,RPT,RPT Realty Common Stock,N, ,N,100.0,N,,RPT,RPT,N,Real Estate,Yahoo Finance
Y,RWT,"Redwood Trust, Inc. Common Stock",N, ,N,100.0,N,,RWT,RWT,N,Real Estate,Yahoo Finance
Y,RYN,Rayonier Inc. REIT Common Stock,N, ,N,100.0,N,,RYN,RYN,N,Real Estate,Yahoo Finance
Y,SACH,Sachem Capital Corp. Common Shares,A, ,N,100.0,N,,SACH,SACH,N,Real Estate,Yahoo Finance
Y,SAFE,Safehold Inc. Common Stock,N, ,N,100.0,N,,SAFE,SAFE,N,Real Estate,Yahoo Finance
Y,SBAC,SBA Communications Corporation - Class A Common Stock,Q,Q,N,100.0,N,N,,SBAC,N,Real Estate,Yahoo Finance
Y,SBRA,"Sabra Health Care REIT, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SBRA,N,Real Estate,Yahoo Finance
Y,SELF,"Global Self Storage, Inc. - Common Stock",Q,S,N,100.0,N,N,,SELF,N,Real Estate,Yahoo Finance
Y,SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",N, ,N,100.0,N,,SHO,SHO,N,Real Estate,Yahoo Finance
Y,SITC,SITE Centers Corp. Common Stock,N, ,N,100.0,N,,SITC,SITC,N,Real Estate,Yahoo Finance
Y,SKT,"Tanger Factory Outlet Centers, Inc. Common Stock",N, ,N,100.0,N,,SKT,SKT,N,Real Estate,Yahoo Finance
Y,SLG,SL Green Realty Corp Common Stock,N, ,N,100.0,N,,SLG,SLG,N,Real Estate,Yahoo Finance
Y,SOHO,Sotherly Hotels Inc. - Common Stock,Q,G,N,100.0,N,N,,SOHO,N,Real Estate,Yahoo Finance
Y,SOHOB,Sotherly Hotels Inc. - 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,Q,G,N,100.0,N,N,,SOHOB,N,Real Estate,Yahoo Finance
Y,SOHON,Sotherly Hotels Inc. - 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,Q,G,N,100.0,N,N,,SOHON,N,Real Estate,Yahoo Finance
Y,SOHOO,Sotherly Hotels Inc. - 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,Q,G,N,100.0,N,N,,SOHOO,N,Real Estate,Yahoo Finance
Y,SPG,"Simon Property Group, Inc. Common Stock",N, ,N,100.0,N,,SPG,SPG,N,Real Estate,Yahoo Finance
Y,SRG,Seritage Growth Properties Class A Common Stock,N, ,N,100.0,N,,SRG,SRG,N,Real Estate,Yahoo Finance
Y,STAG,"Stag Industrial, Inc. Common Stock",N, ,N,100.0,N,,STAG,STAG,N,Real Estate,Yahoo Finance
Y,STRS,Stratus Properties Inc. - Common Stock,Q,Q,N,100.0,N,N,,STRS,N,Real Estate,Yahoo Finance
Y,STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",N, ,N,100.0,N,,STWD,STWD,N,Real Estate,Yahoo Finance
Y,SUI,"Sun Communities, Inc. Common Stock",N, ,N,100.0,N,,SUI,SUI,N,Real Estate,Yahoo Finance
Y,SUNS,Solar Senior Capital Ltd. - Common Stock,Q,Q,N,100.0,N,N,,SUNS,N,Real Estate,Yahoo Finance
Y,SVC,Service Properties Trust - Shares of Beneficial Interest,Q,Q,N,100.0,N,N,,SVC,N,Real Estate,Yahoo Finance
Y,TCI,"Transcontinental Realty Investors, Inc. Common Stock",N, ,N,100.0,N,,TCI,TCI,N,Real Estate,Yahoo Finance
